name_name,name_url,name_rank,name_rank_url,name_Athletics,name_Athletics_url
University of the Pacific,https://www.niche.com/colleges/university-of-the-pacific/,374,https://www.niche.com/colleges/university-of-the-pacific/,B,https://www.niche.com/colleges/university-of-the-pacific/
Loyola Marymount University,https://www.niche.com/colleges/loyola-marymount-university/,375,https://www.niche.com/colleges/loyola-marymount-university/,B,https://www.niche.com/colleges/loyola-marymount-university/
Otterbein University,https://www.niche.com/colleges/otterbein-university/,376,https://www.niche.com/colleges/otterbein-university/,B,https://www.niche.com/colleges/otterbein-university/
Colorado Mesa University,https://www.niche.com/colleges/colorado-mesa-university/,377,https://www.niche.com/colleges/colorado-mesa-university/,B,https://www.niche.com/colleges/colorado-mesa-university/
Shorter University,https://www.niche.com/colleges/shorter-university/,378,https://www.niche.com/colleges/shorter-university/,B,https://www.niche.com/colleges/shorter-university/
Bowdoin College,https://www.niche.com/colleges/bowdoin-college/,379,https://www.niche.com/colleges/bowdoin-college/,B,https://www.niche.com/colleges/bowdoin-college/
Niagara University,https://www.niche.com/colleges/niagara-university/,380,https://www.niche.com/colleges/niagara-university/,B,https://www.niche.com/colleges/niagara-university/
Academy of Art University,https://www.niche.com/colleges/academy-of-art-university/,381,https://www.niche.com/colleges/academy-of-art-university/,B,https://www.niche.com/colleges/academy-of-art-university/
Coker College,https://www.niche.com/colleges/coker-college/,382,https://www.niche.com/colleges/coker-college/,B,https://www.niche.com/colleges/coker-college/
Central College,https://www.niche.com/colleges/central-college/,383,https://www.niche.com/colleges/central-college/,B,https://www.niche.com/colleges/central-college/
Long Island University - Brooklyn,https://www.niche.com/colleges/long-island-university---brooklyn/,384,https://www.niche.com/colleges/long-island-university---brooklyn/,B,https://www.niche.com/colleges/long-island-university---brooklyn/
Texas A&M University - Corpus Christi,https://www.niche.com/colleges/texas-a-and-m-university---corpus-christi/,385,https://www.niche.com/colleges/texas-a-and-m-university---corpus-christi/,B,https://www.niche.com/colleges/texas-a-and-m-university---corpus-christi/
The College of Saint Rose,https://www.niche.com/colleges/the-college-of-saint-rose/,386,https://www.niche.com/colleges/the-college-of-saint-rose/,B,https://www.niche.com/colleges/the-college-of-saint-rose/
Slippery Rock University,https://www.niche.com/colleges/slippery-rock-university/,387,https://www.niche.com/colleges/slippery-rock-university/,B,https://www.niche.com/colleges/slippery-rock-university/
Catawba College,https://www.niche.com/colleges/catawba-college/,388,https://www.niche.com/colleges/catawba-college/,B,https://www.niche.com/colleges/catawba-college/
University of Texas - Arlington,https://www.niche.com/colleges/university-of-texas---arlington/,389,https://www.niche.com/colleges/university-of-texas---arlington/,B,https://www.niche.com/colleges/university-of-texas---arlington/
University of Pennsylvania,https://www.niche.com/colleges/university-of-pennsylvania/,390,https://www.niche.com/colleges/university-of-pennsylvania/,B,https://www.niche.com/colleges/university-of-pennsylvania/
Tarleton State University,https://www.niche.com/colleges/tarleton-state-university/,391,https://www.niche.com/colleges/tarleton-state-university/,B,https://www.niche.com/colleges/tarleton-state-university/
Hastings College,https://www.niche.com/colleges/hastings-college/,392,https://www.niche.com/colleges/hastings-college/,B,https://www.niche.com/colleges/hastings-college/
La Salle University,https://www.niche.com/colleges/la-salle-university/,393,https://www.niche.com/colleges/la-salle-university/,B,https://www.niche.com/colleges/la-salle-university/
Lander University,https://www.niche.com/colleges/lander-university/,394,https://www.niche.com/colleges/lander-university/,B,https://www.niche.com/colleges/lander-university/
Prairie View A & M University,https://www.niche.com/colleges/prairie-view-a--and--m-university/,395,https://www.niche.com/colleges/prairie-view-a--and--m-university/,B,https://www.niche.com/colleges/prairie-view-a--and--m-university/
Lindsey Wilson College,https://www.niche.com/colleges/lindsey-wilson-college/,396,https://www.niche.com/colleges/lindsey-wilson-college/,B,https://www.niche.com/colleges/lindsey-wilson-college/
Missouri Baptist University,https://www.niche.com/colleges/missouri-baptist-university/,397,https://www.niche.com/colleges/missouri-baptist-university/,B,https://www.niche.com/colleges/missouri-baptist-university/
Brown University,https://www.niche.com/colleges/brown-university/,398,https://www.niche.com/colleges/brown-university/,B,https://www.niche.com/colleges/brown-university/
Mount St. Mary's University,https://www.niche.com/colleges/mount-st-marys-university/,399,https://www.niche.com/colleges/mount-st-marys-university/,B,https://www.niche.com/colleges/mount-st-marys-university/
Christian Brothers University,https://www.niche.com/colleges/christian-brothers-university/,400,https://www.niche.com/colleges/christian-brothers-university/,B,https://www.niche.com/colleges/christian-brothers-university/
Northwest Nazarene University,https://www.niche.com/colleges/northwest-nazarene-university/,401,https://www.niche.com/colleges/northwest-nazarene-university/,B,https://www.niche.com/colleges/northwest-nazarene-university/
Texas A&M University - Commerce,https://www.niche.com/colleges/texas-a-and-m-university---commerce/,402,https://www.niche.com/colleges/texas-a-and-m-university---commerce/,B,https://www.niche.com/colleges/texas-a-and-m-university---commerce/
Clayton State University,https://www.niche.com/colleges/clayton-state-university/,403,https://www.niche.com/colleges/clayton-state-university/,B,https://www.niche.com/colleges/clayton-state-university/
Utah Valley University,https://www.niche.com/colleges/utah-valley-university/,404,https://www.niche.com/colleges/utah-valley-university/,B,https://www.niche.com/colleges/utah-valley-university/
University of West Georgia,https://www.niche.com/colleges/university-of-west-georgia/,405,https://www.niche.com/colleges/university-of-west-georgia/,B,https://www.niche.com/colleges/university-of-west-georgia/
Wheaton College - Illinois,https://www.niche.com/colleges/wheaton-college---illinois/,406,https://www.niche.com/colleges/wheaton-college---illinois/,B,https://www.niche.com/colleges/wheaton-college---illinois/
Newberry College,https://www.niche.com/colleges/newberry-college/,407,https://www.niche.com/colleges/newberry-college/,B,https://www.niche.com/colleges/newberry-college/
Ferris State University,https://www.niche.com/colleges/ferris-state-university/,408,https://www.niche.com/colleges/ferris-state-university/,B,https://www.niche.com/colleges/ferris-state-university/
Grand View University,https://www.niche.com/colleges/grand-view-university/,409,https://www.niche.com/colleges/grand-view-university/,B,https://www.niche.com/colleges/grand-view-university/
Midwestern State University,https://www.niche.com/colleges/midwestern-state-university/,410,https://www.niche.com/colleges/midwestern-state-university/,B,https://www.niche.com/colleges/midwestern-state-university/
California State University - Northridge,https://www.niche.com/colleges/california-state-university---northridge/,411,https://www.niche.com/colleges/california-state-university---northridge/,B,https://www.niche.com/colleges/california-state-university---northridge/
St. Lawrence University,https://www.niche.com/colleges/st-lawrence-university/,412,https://www.niche.com/colleges/st-lawrence-university/,B,https://www.niche.com/colleges/st-lawrence-university/
St. Cloud State University,https://www.niche.com/colleges/st-cloud-state-university/,413,https://www.niche.com/colleges/st-cloud-state-university/,B,https://www.niche.com/colleges/st-cloud-state-university/
Georgetown College,https://www.niche.com/colleges/georgetown-college/,414,https://www.niche.com/colleges/georgetown-college/,B,https://www.niche.com/colleges/georgetown-college/
William Penn University,https://www.niche.com/colleges/william-penn-university/,415,https://www.niche.com/colleges/william-penn-university/,B,https://www.niche.com/colleges/william-penn-university/
Ohio Dominican University,https://www.niche.com/colleges/ohio-dominican-university/,416,https://www.niche.com/colleges/ohio-dominican-university/,B,https://www.niche.com/colleges/ohio-dominican-university/
Queens University of Charlotte,https://www.niche.com/colleges/queens-university-of-charlotte/,417,https://www.niche.com/colleges/queens-university-of-charlotte/,B,https://www.niche.com/colleges/queens-university-of-charlotte/
Seattle Pacific University,https://www.niche.com/colleges/seattle-pacific-university/,418,https://www.niche.com/colleges/seattle-pacific-university/,B,https://www.niche.com/colleges/seattle-pacific-university/
Lewis University,https://www.niche.com/colleges/lewis-university/,419,https://www.niche.com/colleges/lewis-university/,B,https://www.niche.com/colleges/lewis-university/
Union College - New York,https://www.niche.com/colleges/union-college---new-york/,420,https://www.niche.com/colleges/union-college---new-york/,B,https://www.niche.com/colleges/union-college---new-york/
Western State Colorado University,https://www.niche.com/colleges/western-state-colorado-university/,421,https://www.niche.com/colleges/western-state-colorado-university/,B,https://www.niche.com/colleges/western-state-colorado-university/
Lynchburg College,https://www.niche.com/colleges/lynchburg-college/,422,https://www.niche.com/colleges/lynchburg-college/,B,https://www.niche.com/colleges/lynchburg-college/
Gannon University,https://www.niche.com/colleges/gannon-university/,423,https://www.niche.com/colleges/gannon-university/,B,https://www.niche.com/colleges/gannon-university/
